Price,Method,Type,Date,Regionname
1120000.0,4,1,64,6
780000.0,3,1,65,6
1780000.0,5,1,65,6
630000.0,4,2,69,6
406000.0,5,2,69,6
660000.0,0,1,70,6
683500.0,4,1,72,6
540000.0,0,2,75,6
580000.0,4,2,75,6
1335000.0,4,1,75,6
800000.0,5,0,75,6
510000.0,4,2,3,6
1070000.0,4,1,3,6
425000.0,4,2,3,6
605000.0,4,2,4,6
705000.0,4,0,5,6
391000.0,5,2,5,6
440000.0,5,2,5,6
845000.0,4,1,5,6
766000.0,4,1,6,6
743000.0,5,0,10,6
650000.0,5,0,10,6
730000.0,5,2,12,6
916500.0,4,0,12,6
635000.0,4,1,13,6
620000.0,5,2,13,6
447000.0,4,2,16,6
730000.0,5,2,17,6
678000.0,4,1,17,6
580000.0,3,2,18,6
712000.0,4,1,23,6
840000.0,5,1,24,6
980000.0,4,1,28,6
1000000.0,4,1,28,6
605100.0,4,0,33,6
880000.0,3,1,35,6
577000.0,4,2,36,6
,2,1,41,6
1030000.0,4,1,41,6
605000.0,4,2,41,6
685000.0,4,1,41,6
,3,2,41,6
753000.0,4,1,47,6
857000.0,5,1,48,6
1500000.0,4,1,50,6
730000.0,5,2,50,6
900000.0,4,1,50,6
740000.0,4,1,51,6
931000.0,4,1,51,6
535600.0,5,1,61,6
,5,1,58,6
1085000.0,4,1,58,6
781000.0,4,1,58,6
857500.0,4,1,58,6
960000.0,4,1,64,6
750000.0,5,1,64,6
421000.0,4,0,64,6
1405000.0,4,1,64,6
,4,1,64,6
683000.0,4,1,65,6
,2,1,65,6
623000.0,4,1,65,6
720000.0,0,1,69,6
780000.0,4,0,70,6
720000.0,4,2,70,6
705000.0,5,1,70,6
588000.0,4,1,70,6
720000.0,0,1,70,6
710000.0,3,1,72,6
550000.0,5,1,72,6
640000.0,0,2,72,6
537500.0,5,1,72,6
,2,0,72,6
875000.0,5,1,75,6
800000.0,4,1,75,6
713500.0,4,0,3,6
,2,1,4,6
700000.0,0,1,4,6
551000.0,5,1,4,6
685000.0,5,1,4,6
640000.0,4,0,6,6
650000.0,5,1,8,6
925000.0,5,1,10,6
,3,1,12,6
,3,1,12,6
670000.0,0,0,13,6
680000.0,5,1,13,6
765000.0,4,1,13,6
675000.0,4,1,13,6
708000.0,4,1,16,6
656000.0,5,0,16,6
883000.0,4,1,16,6
965000.0,5,1,16,6
870000.0,4,1,16,6
681000.0,3,1,16,6
522500.0,1,1,18,6
972000.0,4,1,23,6
590000.0,3,0,25,6
450000.0,3,1,25,6
765000.0,4,1,25,6
750000.0,0,1,25,6
680000.0,4,1,28,6
,3,2,28,6
510000.0,5,0,28,6
770000.0,5,1,28,6
923000.0,4,1,33,6
693000.0,5,1,33,6
620000.0,5,1,35,6
800000.0,4,1,35,6
728500.0,4,1,35,6
931000.0,4,1,35,6
988000.0,4,1,35,6
590000.0,5,1,36,6
590000.0,4,1,36,6
610000.0,4,1,40,6
,3,1,41,6
815000.0,4,1,41,6
970000.0,4,1,41,6
840000.0,4,1,43,6
840000.0,4,1,43,6
760000.0,4,1,47,6
852500.0,4,1,47,6
847500.0,4,0,47,6
1200000.0,5,1,48,6
630000.0,4,1,48,6
,3,1,48,6
700000.0,5,1,48,6
625000.0,3,1,50,6
292000.0,4,2,51,6
640000.0,3,0,51,6
800000.0,5,1,61,6
,4,1,58,5
599000.0,4,2,58,5
550000.0,0,2,60,5
995000.0,4,2,60,5
1205000.0,4,0,60,5
,4,1,60,5
2675000.0,4,1,60,5
1939000.0,4,1,60,5
421500.0,4,2,60,5
585000.0,5,2,60,5
2050000.0,4,1,64,5
1870000.0,4,1,64,5
,2,1,64,5
678000.0,4,2,64,5
,3,1,64,5
,4,1,64,5
1918000.0,5,0,64,5
,5,2,64,5
660000.0,5,2,64,5
2050000.0,4,1,64,5
,4,1,65,5
,5,2,65,5
700000.0,0,2,65,5
3625000.0,4,2,65,5
3000000.0,0,1,65,5
1930000.0,4,1,69,5
1525000.0,3,1,70,5
,4,1,70,5
735000.0,3,2,70,5
825000.0,4,2,70,5
1586000.0,4,0,70,5
,4,1,70,5
,4,0,70,5
,4,2,70,5
,4,1,72,5
645000.0,4,2,75,5
1435000.0,5,1,75,5
,2,1,3,5
280000.0,3,2,3,5
400000.0,3,2,4,5
,5,1,4,5
1780000.0,4,1,4,5
,5,1,4,5
592500.0,4,2,4,5
,4,1,10,5
1210000.0,4,1,10,5
2801000.0,4,1,10,5
,5,2,12,5
,4,1,12,5
,2,1,13,5
390000.0,4,2,13,5
,4,1,16,5
1800000.0,3,1,16,5
,2,1,16,5
2200000.0,3,1,16,5
,4,1,17,5
324000.0,4,2,17,5
,4,1,17,5
,4,2,18,5
,4,2,18,5
,5,2,18,5
,4,1,23,5
5525000.0,4,1,23,5
,4,1,23,5
1125000.0,4,1,23,5
2250000.0,4,1,23,5
2360000.0,4,1,24,5
1900000.0,0,1,24,5
440000.0,5,2,24,5
,5,2,24,5
,2,2,24,5
490000.0,3,2,25,5
,3,0,25,5
2365000.0,4,1,25,5
1300000.0,0,1,25,5
,5,2,25,5
732000.0,4,2,25,5
704000.0,5,2,28,5
,4,1,28,5
,4,2,28,5
620000.0,0,2,28,5
1900000.0,4,1,33,5
,4,1,33,5
,4,0,33,5
,4,2,33,5
315000.0,5,2,35,5
,5,1,36,5
1992000.0,4,1,36,5
450000.0,3,2,40,5
710000.0,4,2,41,5
872000.0,4,2,41,5
598000.0,4,2,41,5
,2,1,41,5
1285000.0,4,1,41,5
3660000.0,4,1,41,5
,0,1,41,5
,4,2,43,5
520000.0,4,2,47,5
2760000.0,4,1,47,5
,4,1,48,5
690000.0,0,2,48,5
3625000.0,4,1,48,5
4200000.0,0,1,48,5
1101000.0,4,0,48,5
3512500.0,4,1,48,5
,4,2,48,5
,2,2,48,5
2000000.0,3,1,50,5
,4,1,50,5
869000.0,4,2,50,5
577000.0,4,2,51,5
,5,1,51,5
,4,2,51,5
2865000.0,4,1,51,5
2810000.0,4,1,51,5
565000.0,4,2,51,5
567000.0,4,2,51,5
546000.0,5,2,61,5
,2,1,61,5
471500.0,4,2,61,5
,4,1,58,6
455000.0,4,2,58,6
940000.0,4,1,60,6
467000.0,5,2,60,6
,4,1,60,6
895000.0,4,1,63,6
1380000.0,5,1,64,6
490000.0,0,2,64,6
1850000.0,4,1,64,6
1284000.0,4,1,64,6
971000.0,5,1,65,6
710000.0,3,1,65,6
2425000.0,3,1,65,6
750000.0,5,1,65,6
840000.0,4,1,65,6
1053000.0,4,1,69,6
1377000.0,4,1,69,6
970000.0,4,1,70,6
940000.0,4,1,70,6
751000.0,3,1,70,6
950000.0,5,1,70,6
,4,1,70,6
685000.0,4,2,72,6
,4,1,75,6
1230000.0,4,1,75,6
636500.0,4,1,75,6
910000.0,4,1,75,6
872500.0,3,1,75,6
770000.0,3,1,3,6
490000.0,3,0,3,6
960000.0,4,1,4,6
890000.0,5,1,4,6
965000.0,4,1,4,6
,4,1,4,6
1200000.0,3,1,5,6
1440000.0,4,1,5,6
955000.0,4,1,6,6
450000.0,0,2,10,6
801000.0,4,1,10,6
,4,1,10,6
770000.0,5,1,10,6
1000000.0,3,1,10,6
1435000.0,4,1,10,6
390000.0,4,2,10,6
1425000.0,3,1,12,6
925000.0,4,1,12,6
1340000.0,4,1,13,6
955000.0,4,1,13,6
1075000.0,3,1,13,6
1100000.0,0,1,16,6
1255000.0,4,1,16,6
1483000.0,4,1,16,6
432000.0,4,2,16,6
1640000.0,4,1,17,6
1430000.0,4,1,17,6
610000.0,5,2,17,6
940000.0,4,1,17,6
890000.0,5,1,18,6
1505000.0,5,1,18,6
1180000.0,5,1,23,6
1480000.0,4,1,23,6
1150000.0,4,1,24,6
1350000.0,4,1,24,6
1905000.0,4,1,24,6
865000.0,5,0,24,6
705000.0,4,0,25,6
442000.0,4,2,25,6
540000.0,4,2,28,6
1037500.0,4,1,28,6
1050000.0,4,0,28,6
,4,1,28,6
440000.0,4,2,28,6
1010000.0,4,1,28,6
1430000.0,4,1,33,6
570000.0,0,2,33,6
690000.0,4,2,33,6
,4,1,33,6
1070000.0,4,1,35,6
1291000.0,4,1,36,6
,4,1,36,6
1130000.0,4,1,36,6
1135000.0,4,1,40,6
950000.0,3,1,40,6
790000.0,3,2,40,6
,5,1,41,6
390000.0,3,2,41,6
1345000.0,4,1,41,6
296000.0,4,2,41,6
1381500.0,4,1,41,6
940000.0,4,1,43,6
995000.0,4,1,43,6
1050000.0,5,1,43,6
786000.0,4,1,43,6
705000.0,3,1,47,6
660000.0,3,1,47,6
760000.0,3,1,47,6
487500.0,4,2,47,6
1125000.0,4,1,48,6
1000000.0,4,0,48,6
1110000.0,3,1,48,6
1300000.0,3,1,48,6
1060000.0,3,1,48,6
1410000.0,3,1,48,6
1305000.0,4,1,50,6
932500.0,4,1,50,6
965000.0,4,1,51,6
1215000.0,4,1,51,6
545000.0,4,2,51,6
1800000.0,4,1,51,6
840000.0,5,0,51,6
1705000.0,4,1,61,6
970000.0,4,1,61,6
925000.0,4,1,61,6
2650000.0,4,1,58,5
1820000.0,4,1,58,5
1670000.0,4,1,60,5
955000.0,4,0,60,5
2050000.0,4,0,60,5
,4,1,63,5
500000.0,0,2,64,5
1575000.0,4,1,64,5
1991000.0,4,1,64,5
1425000.0,4,1,65,5
1555000.0,4,1,65,5
1417000.0,4,1,65,5
,5,1,70,5
1850000.0,4,1,70,5
,0,1,72,5
780000.0,4,1,75,5
1942000.0,4,1,75,5
1100000.0,3,1,75,5
1337000.0,4,1,75,5
2950000.0,4,1,3,5
2215000.0,5,1,3,5
1880000.0,4,1,3,5
1518000.0,4,1,3,5
1710000.0,4,1,4,5
,5,1,4,5
,4,1,4,5
1655000.0,4,1,4,5
1340000.0,4,0,8,5
1445000.0,4,1,10,5
1500000.0,4,1,10,5
,2,1,10,5
1550000.0,0,1,10,5
1356000.0,4,1,13,5
1662000.0,4,1,13,5
,4,1,13,5
1665000.0,4,1,16,5
,4,1,17,5
,4,1,17,5
1445000.0,4,1,17,5
1600000.0,4,1,18,5
980000.0,0,1,23,5
1300000.0,0,0,23,5
,4,1,24,5
,4,1,24,5
,4,1,24,5
3510000.0,4,1,24,5
1730000.0,5,1,25,5
,4,1,25,5
968000.0,4,0,25,5
900000.0,4,0,28,5
1570000.0,4,1,28,5
1500000.0,4,1,33,5
1360000.0,4,1,33,5
2752000.0,4,1,35,5
,3,1,35,5
1600000.0,0,1,35,5
,4,1,35,5
1500000.0,0,1,35,5
,5,1,35,5
1430000.0,4,1,36,5
1601000.0,4,1,41,5
1650000.0,3,1,41,5
1800000.0,4,1,41,5
1610000.0,4,1,41,5
,4,1,41,5
,2,1,41,5
1830000.0,4,1,41,5
,5,0,41,5
1415000.0,4,1,47,5
1440000.0,3,1,47,5
1250000.0,0,0,48,5
1422000.0,4,1,48,5
1600000.0,4,1,48,5
1860000.0,4,1,48,5
1710000.0,4,0,48,5
,4,1,50,5
1790000.0,3,1,50,5
1950000.0,4,1,50,5
1600000.0,4,1,50,5
1320000.0,3,1,51,5
1650000.0,4,1,51,5
1280000.0,4,1,61,5
,5,1,58,5
995000.0,4,1,58,5
,2,0,60,5
1250000.0,4,1,60,5
,5,1,63,5
1045000.0,4,2,64,5
1200000.0,5,1,64,5
1075000.0,0,1,65,5
,4,1,69,5
1500000.0,4,1,69,5
1120000.0,4,1,70,5
700000.0,4,0,72,5
761000.0,3,1,72,5
1270000.0,5,1,75,5
1510000.0,4,1,75,5
1365000.0,4,1,3,5
1100000.0,0,1,4,5
675000.0,4,2,4,5
,5,1,4,5
1232800.0,4,1,8,5
1170000.0,3,1,10,5
,2,1,10,5
1415000.0,4,1,12,5
690000.0,4,2,13,5
1631000.0,4,1,16,5
,2,1,16,5
1500000.0,4,1,16,5
690000.0,4,0,17,5
,3,0,17,5
1060000.0,4,1,18,5
875000.0,3,1,23,5
1529500.0,4,1,23,5
1250000.0,4,1,24,5
1200000.0,0,1,24,5
,4,1,24,5
600000.0,4,2,24,5
980000.0,3,0,24,5
,3,2,25,5
535000.0,4,2,25,5
1230000.0,4,0,25,5
,5,1,28,5
,5,1,28,5
785000.0,4,1,28,5
1240000.0,4,1,28,5
,3,1,33,5
700000.0,4,2,35,5
880000.0,3,0,36,5
,4,1,36,5
675000.0,4,2,40,5
,3,0,40,5
1350000.0,4,1,40,5
1110000.0,4,1,40,5
1305000.0,4,1,41,5
,4,1,41,5
855000.0,4,1,41,5
900000.0,0,1,41,5
1400000.0,4,0,41,5
,3,0,43,5
964000.0,4,0,47,5
,2,2,48,5
900500.0,4,0,48,5
,5,1,48,5
,4,1,50,5
,4,1,50,5
1200000.0,0,1,50,5
,3,1,51,5
830000.0,4,0,51,5
,2,1,51,5
1310000.0,4,1,58,6
850000.0,4,1,58,6
750000.0,5,1,58,6
851000.0,4,0,60,6
,5,1,60,6
848000.0,4,1,64,6
806000.0,4,1,64,6
1155000.0,4,1,65,6
670000.0,0,1,65,6
1200000.0,4,1,65,6
636000.0,4,1,65,6
655000.0,4,1,69,6
,5,1,69,6
680000.0,4,1,69,6
,4,1,70,6
1160000.0,4,1,70,6
560000.0,5,1,75,6
750000.0,4,1,75,6
627500.0,5,1,75,6
880000.0,4,0,75,6
825000.0,4,1,75,6
1372000.0,4,1,75,6
950000.0,4,1,4,6
,5,1,4,6
1200000.0,4,1,4,6
1600000.0,3,1,4,6
825000.0,5,1,5,6
585000.0,4,0,5,6
,4,1,10,6
1631000.0,4,1,13,6
,5,1,16,6
650000.0,5,1,16,6
725000.0,5,1,16,6
665000.0,4,2,17,6
560500.0,4,1,17,6
615000.0,5,1,18,6
845000.0,4,1,18,6
585000.0,1,1,23,6
440000.0,4,2,24,6
850000.0,4,1,24,6
775000.0,4,1,25,6
850000.0,5,1,25,6
705000.0,4,1,33,6
1100000.0,0,1,33,6
710000.0,5,1,33,6
892500.0,4,1,33,6
730000.0,0,0,35,6
790000.0,4,1,36,6
695000.0,4,1,36,6
855000.0,3,1,36,6
522500.0,4,1,40,6
990000.0,4,1,40,6
680000.0,3,1,40,6
500000.0,4,2,40,6
550000.0,5,0,40,6
730000.0,4,1,41,6
875000.0,4,1,41,6
,2,1,41,6
850000.0,5,1,41,6
635000.0,5,1,43,6
762000.0,4,1,43,6
1215000.0,4,1,47,6
610000.0,5,2,48,6
815000.0,4,1,48,6
820000.0,0,1,48,6
411000.0,3,2,48,6
790000.0,4,1,48,6
605000.0,4,1,48,6
805000.0,4,1,48,6
890000.0,4,1,48,6
795000.0,4,1,50,6
634000.0,4,1,50,6
642000.0,5,1,51,6
730000.0,4,1,51,6
863000.0,4,1,51,6
740000.0,5,1,51,6
1819000.0,4,1,58,5
410000.0,3,2,60,5
,5,1,65,5
280000.0,0,2,70,5
1015000.0,4,0,72,5
,4,1,3,5
438000.0,4,2,13,5
,2,2,13,5
502500.0,4,2,16,5
520000.0,4,2,16,5
442000.0,5,2,23,5
,3,0,24,5
1193000.0,4,1,25,5
416000.0,4,2,25,5
820000.0,4,2,28,5
474000.0,4,2,33,5
981000.0,4,1,41,5
1690000.0,4,1,41,5
,5,1,43,5
540000.0,0,2,47,5
1080000.0,4,1,47,5
500000.0,5,2,48,5
497500.0,3,2,51,5
,4,0,58,5
2100000.0,4,1,58,5
1800000.0,0,1,58,5
1255000.0,4,0,58,5
1070000.0,1,2,60,5
2200000.0,4,1,60,5
2290000.0,3,1,60,5
2570000.0,3,1,60,5
2400000.0,0,1,60,5
2200000.0,4,1,60,5
3250000.0,3,1,60,5
806000.0,4,2,60,5
4000000.0,0,1,60,5
1215000.0,4,1,60,5
2250000.0,3,1,60,5
450000.0,0,2,63,5
1400000.0,3,0,64,5
,4,1,64,5
812000.0,4,2,64,5
,0,1,64,5
4260000.0,4,1,64,5
1140000.0,4,1,65,5
2330000.0,4,1,65,5
2800000.0,0,1,65,5
,4,1,65,5
,4,2,65,5
605000.0,4,2,65,5
1255000.0,3,1,65,5
1850000.0,0,1,69,5
,4,1,69,5
,4,1,69,5
805000.0,4,2,69,5
2000000.0,3,1,70,5
,3,1,70,5
,4,1,70,5
700000.0,0,1,70,5
2130000.0,3,1,70,5
500000.0,4,1,70,5
2125000.0,5,1,70,5
4350000.0,0,1,70,5
,5,1,72,5
648000.0,4,2,72,5
1800000.0,3,1,75,5
1020000.0,0,1,75,5
635000.0,4,2,75,5
,4,1,3,5
2350000.0,4,1,3,5
1500000.0,3,0,3,5
1900000.0,0,1,3,5
526000.0,4,2,3,5
390000.0,0,1,3,5
,5,1,3,5
2950000.0,0,1,4,5
905000.0,4,1,4,5
1750000.0,3,1,4,5
760000.0,4,0,4,5
550000.0,5,2,4,5
3180000.0,4,1,4,5
1367000.0,4,0,4,5
788000.0,4,0,4,5
3600000.0,5,1,4,5
2550000.0,4,1,4,5
1050000.0,5,1,4,5
3350000.0,3,1,6,5
1400000.0,3,0,10,5
,5,1,10,5
662500.0,4,2,10,5
3270000.0,4,1,10,5
,5,1,10,5
1280000.0,4,2,10,5
625000.0,3,2,12,5
700000.0,0,0,12,5
,3,1,12,5
1920000.0,3,0,13,5
,5,1,13,5
,5,1,13,5
,2,1,13,5
1860000.0,4,1,13,5
2730000.0,4,1,16,5
2410000.0,4,1,16,5
2530000.0,4,1,16,5
,3,2,16,5
,5,1,16,5
2020000.0,4,1,17,5
460000.0,0,2,17,5
2250000.0,1,1,18,5
1053000.0,4,2,18,5
1800000.0,0,1,18,5
,4,1,18,5
1472000.0,4,0,18,5
2120000.0,4,1,23,5
,4,1,23,5
1800000.0,0,1,23,5
1910000.0,4,1,23,5
754000.0,3,2,24,5
,5,1,24,5
1605000.0,5,1,24,5
,2,1,24,5
,2,1,24,5
3000000.0,0,1,25,5
,5,1,25,5
3400000.0,0,1,25,5
,4,1,25,5
,2,1,25,5
,4,1,25,5
1490000.0,4,1,25,5
905000.0,4,2,25,5
,4,1,25,5
2188000.0,4,1,28,5
755000.0,3,2,28,5
,2,2,33,5
2900000.0,0,1,33,5
1947000.0,5,1,33,5
,4,1,33,5
,4,1,33,5
3290000.0,4,1,33,5
2665000.0,4,1,35,5
,4,2,35,5
1801000.0,4,1,35,5
1100000.0,0,0,35,5
,5,0,36,5
,5,1,40,5
2410000.0,4,1,40,5
650000.0,4,2,40,5
,5,1,41,5
,5,0,41,5
,5,1,41,5
1820000.0,5,1,41,5
2275000.0,0,1,41,5
2810000.0,3,1,41,5
1385000.0,4,0,41,5
4600000.0,5,1,43,5
,5,1,47,5
,5,1,47,5
,2,1,47,5
2000000.0,3,1,47,5
1900000.0,4,1,48,5
,4,2,48,5
,5,1,48,5
3401000.0,4,1,48,5
,4,2,48,5
1750000.0,0,1,48,5
,4,1,48,5
4000000.0,0,1,48,5
,4,2,48,5
2250000.0,3,1,48,5
,4,1,48,5
1810000.0,4,1,50,5
1100000.0,4,0,50,5
3020000.0,3,1,50,5
,4,0,50,5
2950000.0,4,1,50,5
2450000.0,4,1,50,5
1912000.0,4,1,50,5
,4,1,50,5
730000.0,4,2,51,5
1530000.0,4,1,51,5
,3,1,51,5
3900000.0,3,1,51,5
1500000.0,5,1,51,5
1850000.0,4,1,51,5
,4,1,61,5
1700000.0,0,1,61,5
1010000.0,3,1,61,5
1315000.0,4,0,58,5
1500000.0,3,1,58,5
3230000.0,4,1,58,5
1080000.0,4,1,58,5
1450000.0,4,2,58,5
1305000.0,4,1,58,5
1350000.0,3,1,60,5
1905000.0,4,1,60,5
3300000.0,3,1,60,5
1900000.0,0,1,60,5
2251000.0,4,1,60,5
,4,1,60,5
,2,1,60,5
2160000.0,4,1,60,5
2205000.0,3,1,60,5
1265000.0,4,1,60,5
,3,1,64,5
,4,1,64,5
2000000.0,4,1,64,5
1750000.0,4,1,64,5
1450000.0,0,1,64,5
2614000.0,4,1,64,5
1825000.0,4,1,64,5
2550000.0,4,1,64,5
,4,1,65,5
1570000.0,5,1,65,5
,3,1,65,5
,4,1,69,5
3250000.0,3,1,69,5
,4,1,69,5
1750000.0,3,1,69,5
1150000.0,4,0,69,5
,5,1,69,5
,4,1,69,5
1575000.0,3,1,69,5
1505000.0,4,1,70,5
,3,1,70,5
920000.0,3,1,70,5
1572000.0,4,1,70,5
,3,1,70,5
,4,1,70,5
1500000.0,0,1,70,5
1400000.0,4,0,70,5
,4,1,72,5
1750000.0,0,1,72,5
1850000.0,0,1,72,5
,2,1,72,5
1480000.0,3,1,72,5
1400000.0,3,1,75,5
2130000.0,3,1,75,5
1050000.0,4,2,75,5
3690000.0,4,1,75,5
709000.0,4,2,75,5
,4,1,3,5
,5,1,3,5
1740000.0,0,1,3,5
,4,1,3,5
2575000.0,3,1,3,5
1388800.0,4,1,3,5
1702000.0,3,1,4,5
1800000.0,0,1,4,5
3300000.0,0,1,4,5
2910000.0,4,1,4,5
1400000.0,4,1,4,5
860000.0,4,0,4,5
,4,2,5,5
1670000.0,5,1,6,5
1500000.0,4,1,8,5
2200000.0,0,1,8,5
1150000.0,4,2,10,5
1350000.0,0,1,10,5
,2,1,10,5
2070000.0,5,1,10,5
1300000.0,4,1,10,5
2190000.0,4,1,10,5
1700000.0,0,1,12,5
1750000.0,0,1,12,5
980000.0,5,1,13,5
1230000.0,4,1,13,5
,4,1,13,5
2600000.0,3,1,13,5
1950000.0,4,1,13,5
,5,1,16,5
1750000.0,3,1,16,5
1636000.0,4,1,16,5
2000000.0,4,1,16,5
1480000.0,3,1,16,5
,4,1,16,5
3000000.0,3,1,16,5
1818000.0,4,1,16,5
,4,1,16,5
2170000.0,5,1,17,5
1310000.0,3,1,17,5
,4,1,17,5
2525000.0,3,1,17,5
,2,1,17,5
3360000.0,4,1,17,5
1845000.0,4,1,17,5
1620000.0,4,1,18,5
1420000.0,0,1,18,5
1903000.0,4,1,18,5
,5,1,23,5
1900000.0,0,1,23,5
1712000.0,4,1,23,5
1720000.0,3,1,24,5
,4,1,24,5
